lon_25_75,lat_25_75,ID_HDC_G0,GCPNT_LAT,GCPNT_LON,XC_NM_LST,XC_ISO_LST,GRGN_L1,GRGN_L2,UC_NM_MN,UC_NM_LST,P15,urban_center_count
-122.75,42.25,69,42.33705819,-122.8681372,United States,USA,Northern America,Northern America,Medford,Medford,91010.15165,1
-119.75,34.25,5,34.42766353,-119.7436927,United States,USA,Northern America,Northern America,Santa Barbara,Santa Barbara,114753.1502,1
-118.25,34.75,32,34.58484845,-118.1317197,United States,USA,Northern America,Northern America,Palmdale,Palmdale; Lancaster,277181.2072,1
-109.75,31.25,87,31.32348558,-109.5418429,Mexico;United States,MEX; USA,Latin America and the Caribbean,Central America,Agua Prieta,Agua Prieta,97910.77356,1
-106.75,32.25,147,32.31146516,-106.7696567,United States,USA,Northern America,Northern America,Las Cruces,Las Cruces,64074.67851000001,1
-106.25,28.75,111,28.65844574,-106.0883967,Mexico,MEX,Latin America and the Caribbean,Central America,Chihuahua,Chihuahua,794324.2375,1
-103.25,25.75,126,25.55055601,-103.4327176,Mexico,MEX,Latin America and the Caribbean,Central America,Torreon,Torreon; Gómez Palacio; Ciudad Lerdo,1038510.055,2
-103.25,25.75,130,25.52952813,-103.2362207,Mexico,MEX,Latin America and the Caribbean,Central America,Matamoros,Matamoros,51266.23645,2
-102.75,20.75,100,20.81708737,-102.756514,Mexico,MEX,Latin America and the Caribbean,Central America,Tepatitlán,Tepatitlán,74742.58557000001,1
-99.75,16.75,122,16.86769935,-99.86174779,Mexico,MEX,Latin America and the Caribbean,Central America,Acapulco,Acapulco,749405.7201,1
-99.75,17.75,136,17.55045749,-99.5044199,Mexico,MEX,Latin America and the Caribbean,Central America,Chilpancingo,Chilpancingo,208309.4565,1
-98.75,20.25,175,20.10032189,-98.73929389,Mexico,MEX,Latin America and the Caribbean,Central America,Pachuca,Pachuca,362581.4001,2
-98.75,20.25,174,20.05726804,-98.77496732,Mexico,MEX,Latin America and the Caribbean,Central America,Fraccionamientos del Sur,Fraccionamientos del Sur; El Huixmí; Lindavista,93051.41113,2
-98.25,34.75,328,34.61415558,-98.4360741,United States,USA,Northern America,Northern America,Lawton,Lawton,59595.52247999999,1
-97.75,25.75,245,25.84760075,-97.51104873,Mexico,MEX,Latin America and the Caribbean,Central America,Matamoros,Matamoros,467976.7132,1
-97.25,19.75,211,19.815741,-97.37181501,Mexico,MEX,Latin America and the Caribbean,Central America,Teziutlán,Teziutlán; Chignautla,96689.11444,1
-96.25,42.25,432,42.48789586,-96.38924836,United States,USA,Northern America,Northern America,Sioux City,Sioux City,77978.80623,1
-91.25,14.25,276,14.33936749,-91.02135398,Guatemala,GTM,Latin America and the Caribbean,Central America,Santa Lucía Cotzumalguapa,Santa Lucía Cotzumalguapa,92822.25269,1
-90.75,42.75,578,42.50416997,-90.69490585,United States,USA,Northern America,Northern America,Dubuque,Dubuque,53853.44525,1
-88.25,15.25,341,15.40531727,-88.15969955,Honduras,HND,Latin America and the Caribbean,Central America,Barrio El Centro,Barrio El Centro,63018.53962999999,1
-87.75,42.25,662,42.37504739,-87.95014909,United States,USA,Northern America,Northern America,Waukegan,Waukegan; North Chicago; Gurnee; Round Lake Beach; Zion; Grayslake; Lake Forest; Round Lake; Lindenhurst; Beach Park; Lake Bluff,332402.8625,1
-85.75,42.75,725,42.92003525,-85.67070265,United States,USA,Northern America,Northern America,Grand Rapids,Grand Rapids,387107.4497,1
-84.75,42.75,749,42.71770037,-84.54630774,United States,USA,Northern America,Northern America,Lansing,Lansing,184746.373,1
-84.25,33.75,559,33.84096954,-84.30090571,United States,USA,Northern America,Northern America,Atlanta,Atlanta; Sandy Springs; Marietta; Smyrna,1516952.499,1
-79.75,-1.25,438,-1.050409865,-79.63837642,Ecuador,ECU,Latin America and the Caribbean,South America,El Empalme,El Empalme,51164.80554,2
-79.75,-1.25,431,-1.3644408730000002,-79.90501599,Ecuador,ECU,Latin America and the Caribbean,South America,Balzar,Balzar,51123.6792,2
-79.25,44.25,893,44.03267134,-79.46124711,Canada,CAN,Northern America,Northern America,Newmarket,Newmarket,142042.2473,1
-77.75,21.25,604,21.38479108,-77.91393004,Cuba,CUB,Latin America and the Caribbean,Caribbean,Camagüey,Camagüey,257504.9641,1
-76.25,4.25,531,4.088033402,-76.19718939,Colombia,COL,Latin America and the Caribbean,South America,Tuluá,Tuluá,192197.3289,1
-75.25,7.75,592,7.985465447,-75.2001653,Colombia,COL,Latin America and the Caribbean,South America,Caucasia,Caucasia,87918.4646,2
-75.25,7.75,581,7.96928245,-75.41967904,Colombia,COL,Latin America and the Caribbean,South America,Montelíbano,Montelíbano,81629.08477999999,2
-73.75,18.25,710,18.21046823,-73.75578208,Haiti,HTI,Latin America and the Caribbean,Caribbean,Les Cayes,Les Cayes,89781.39301,1
-73.25,-40.75,968,-40.57601878,-73.1420748,Chile,CHL,Latin America and the Caribbean,South America,Osorno,Osorno,153116.8128,1
-73.25,41.25,972,41.23347258,-73.05220162,United States,USA,Northern America,Northern America,Bridgeport,Bridgeport; New Haven,541498.6745,2
-73.25,41.25,970,41.10655866,-73.40449145,United States,USA,Northern America,Northern America,Norwalk,Norwalk; Darien,80617.93338,2
-72.75,10.25,696,10.05777436,-72.55145522,Venezuela,VEN,Latin America and the Caribbean,South America,Machiques,Machiques,96201.26929,1
-72.75,46.25,1044,46.35219031,-72.55663724,Canada,CAN,Northern America,Northern America,Trois-Rivières,Trois-Rivières,102836.7324,1
-71.75,-35.75,948,-35.8463024,-71.59239191,Chile,CHL,Latin America and the Caribbean,South America,Linares,Linares,75568.50903,1
-71.25,10.25,726,10.38274881,-71.4374367,Venezuela,VEN,Latin America and the Caribbean,South America,Cabimas,Cabimas,303283.3505,2
-71.25,10.25,727,10.20487697,-71.31773033,Venezuela,VEN,Latin America and the Caribbean,South America,Ciudad Ojeda,Ciudad Ojeda; Tía Juana,179041.598,2
-69.25,9.75,786,9.569475939,-69.21020368,Venezuela,VEN,Latin America and the Caribbean,South America,Acarigua,Acarigua; Araure,287591.0357,1
-65.75,-27.25,986,-27.34851489,-65.59225116,Argentina,ARG,Latin America and the Caribbean,South America,Concepción,Concepción,57622.92896000001,1
-64.75,-21.75,965,-21.53090148,-64.72931315,Bolivia,BOL,Latin America and the Caribbean,South America,Tarija,Tarija,214101.056,1
-62.25,8.25,963,8.008473695,-62.39832382,Venezuela,VEN,Latin America and the Caribbean,South America,Upata,Upata,93348.08264,1
-60.75,-32.75,1070,-32.91967652,-60.69623646,Argentina,ARG,Latin America and the Caribbean,South America,Rosario,Rosario,1099815.961,1
-58.75,-38.75,1130,-38.56067194,-58.72918357,Argentina,ARG,Latin America and the Caribbean,South America,Necochea,Necochea; Quequén,67654.07227,1
-56.25,-25.75,1088,-25.77985101,-56.4495915,Paraguay,PRY,Latin America and the Caribbean,South America,Villarrica,Villarrica,61796.4519,1
-54.25,-31.25,1151,-31.32689538,-54.10438819,Brazil,BRA,Latin America and the Caribbean,South America,Bagé,Bagé,93687.32104,1
-53.25,-26.25,1142,-26.06477593,-53.05395316,Brazil,BRA,Latin America and the Caribbean,South America,Francisco Beltrão,Francisco Beltrão,67150.99896,1
-51.25,-22.25,1152,-22.12304199,-51.41006357,Brazil,BRA,Latin America and the Caribbean,South America,Presidente Prudente,Presidente Prudente,198946.1882,1
-50.25,-29.75,1255,-29.98579278,-50.13192617,Brazil,BRA,Latin America and the Caribbean,South America,Tramandaí,Tramandaí; Imbé,57290.3907,1
-50.25,-27.75,1230,-27.81118061,-50.31736992,Brazil,BRA,Latin America and the Caribbean,South America,Lages,Lages,137114.813,1
-48.75,-2.75,1156,-2.93389249,-48.94664404,Brazil,BRA,Latin America and the Caribbean,South America,Tailândia,Tailândia,85044.78052,1
-47.75,-23.25,1270,-23.34986889,-47.85142416,Brazil,BRA,Latin America and the Caribbean,South America,Tatuí,Tatuí,92718.90601,1
-47.75,-18.25,1239,-18.16309094,-47.94434582,Brazil,BRA,Latin America and the Caribbean,South America,Catalão,Catalão,82079.17957000001,1
-47.25,-2.75,1203,-2.997008782,-47.35831417,Brazil,BRA,Latin America and the Caribbean,South America,Paragominas,Paragominas,83131.93102999999,1
-46.75,-23.75,1308,-23.69925785,-46.85492077,Brazil,BRA,Latin America and the Caribbean,South America,Itapecerica da Serra,Itapecerica da Serra,75614.51288,1
-44.25,-22.75,1354,-22.51976177,-44.12992875,Brazil,BRA,Latin America and the Caribbean,South America,Volta Redonda,Volta Redonda; Barra Mansa,397591.6556,2
-44.25,-22.75,1353,-22.98635848,-44.3046321,Brazil,BRA,Latin America and the Caribbean,South America,Angra dos Reis,Angra dos Reis,95905.12354,2
-44.25,-19.25,1345,-19.44957611,-44.2337241,Brazil,BRA,Latin America and the Caribbean,South America,Sete Lagoas,Sete Lagoas,201233.9077,1
-43.25,-4.75,1331,-4.864582363,-43.35541927,Brazil,BRA,Latin America and the Caribbean,South America,Caxias,Caxias,115270.577,1
-42.75,-14.25,1356,-14.22499391,-42.77790256,Brazil,BRA,Latin America and the Caribbean,South America,Guanambi,Guanambi,55277.39435,1
-39.25,-13.25,1412,-13.36954101,-39.07107475,Brazil,BRA,Latin America and the Caribbean,South America,Valença,Valença,57627.0896,1
-39.25,-6.25,1397,-6.361926395,-39.30586303,Brazil,BRA,Latin America and the Caribbean,South America,Iguatu,Iguatu,63386.1925,1
-37.25,-8.25,1428,-8.420006015,-37.06230872,Brazil,BRA,Latin America and the Caribbean,South America,Arcoverde,Arcoverde,66097.25101,1
-13.75,10.25,1505,10.36931657,-13.57949944,Guinea,GIN,Africa,Western Africa,Fria,Fria,61480.71289,1
-13.75,11.25,1501,11.10408671,-13.80973238,Guinea,GIN,Africa,Western Africa,Sangarédi,Sangarédi,88493.60802999997,1
-11.75,7.75,1520,7.953104969,-11.73955471,Sierra Leone,SLE,Africa,Western Africa,Bo,Bo,265549.0112,1
-10.75,11.25,1528,11.29419328,-10.71496424,Guinea,GIN,Africa,Western Africa,Dinguiraye,Dinguiraye,52413.77808,1
-10.25,9.25,1532,9.192800755,-10.10019989,Guinea,GIN,Africa,Western Africa,Kissidougou,Kissidougou,111784.8311,1
-9.25,30.25,1546,30.39452275,-9.217877609,Morocco,MAR,Africa,Northern Africa,Ouled-Teima,Ouled-Teima,57287.05737,1
-9.25,53.25,1584,53.27687799,-9.053558274,Ireland,IRL,Europe,Northern Europe,Galway,Galway,65711.09332,1
-7.75,31.75,1570,31.63953063,-7.987747772,Morocco,MAR,Africa,Northern Africa,Marrakesh,Marrakesh,947497.4984,1
-6.75,38.75,1602,38.87973146,-6.981301815,Spain,ESP,Europe,Southern Europe,Badajoz,Badajoz,77577.00299,1
-5.75,9.25,1615,9.461442181,-5.627132049,Côte d'Ivoire,CIV,Africa,Western Africa,Korhogo,Korhogo,259718.1949,1
-5.75,35.75,1635,35.74999162,-5.825183517,Morocco,MAR,Africa,Northern Africa,Tangier,Tangier,976954.5184,1
-5.75,43.75,1655,43.53263079999999,-5.687109469,Spain,ESP,Europe,Southern Europe,Gijón,Gijón,229260.787,2
-5.75,43.75,1647,43.55980758,-5.915897164,Spain,ESP,Europe,Southern Europe,Avilés,Avilés,81509.15857,2
-5.25,6.75,1633,6.804274069,-5.266792654,Côte d'Ivoire,CIV,Africa,Western Africa,Yamoussoukro,Yamoussoukro,218119.8314,1
-5.25,12.25,1624,12.38110901,-5.4633669660000015,Mali,MLI,Africa,Western Africa,Koutiala,Koutiala,226431.3578,1
-4.25,36.75,1677,36.67033498,-4.474219443,Spain,ESP,Europe,Southern Europe,Málaga,Málaga,799996.6247,1
-4.25,43.25,1700,43.34540546,-4.053326128,Spain,ESP,Europe,Southern Europe,Torrelavega,Torrelavega,53440.64935,1
-3.75,55.75,1722,55.7997194,-3.987895444,United Kingdom,GBR,Europe,Northern Europe,Wishaw,Wishaw; Motherwell; Bellshill; Viewpark; Uddingston; Holytown; New Stevenston; Newmains; Newarthill,118725.8831,3
-3.75,55.75,1723,55.8585739,-3.995156087,United Kingdom,GBR,Europe,Northern Europe,Coatbridge,Coatbridge; Airdrie; Chapelhall,83743.20465,3
-3.75,55.75,1739,55.89190313,-3.520254421,United Kingdom,GBR,Europe,Northern Europe,Livingston,Livingston; East Calder,54048.2457,3
-2.75,52.75,1767,52.7121349,-2.752659665,United Kingdom,GBR,Europe,Northern Europe,Shrewsbury,Shrewsbury,68150.1311,1
-2.25,13.25,1748,13.20349899,-2.355136125,Burkina Faso,BFA,Africa,Western Africa,Gourcy,Gourcy,87139.98584,1
-2.25,52.75,1777,52.68570456,-2.467535443,United Kingdom,GBR,Europe,Northern Europe,Telford,Telford; Dawley; Oakengates; Madeley; Wellington; Broseley,131863.0065,3
-2.25,52.75,1810,52.69084399,-2.014208349,United Kingdom,GBR,Europe,Northern Europe,Great Wyrley,Great Wyrley; Cheslyn Hay; Cannock; Hednesford,82755.98683,3
-2.25,52.75,1805,52.80224454,-2.111424125,United Kingdom,GBR,Europe,Northern Europe,Stafford,Stafford,66333.20229,3
-1.75,7.75,1774,7.580887952999999,-1.943297391,Ghana,GHA,Africa,Western Africa,Techiman,Techiman,138333.0868,2
-1.75,7.75,1789,7.559266176,-1.7110242219999998,Ghana,GHA,Africa,Western Africa,Nkoranza,Nkoranza,67319.5611,2
-1.75,43.25,1797,43.30842028,-1.956171381,Spain,ESP,Europe,Southern Europe,Donostia / San Sebastián,Donostia / San Sebastián,214645.3438,3
-1.75,43.25,1824,43.48729524,-1.508709479,France,FRA,Europe,Western Europe,Anglet,Anglet; Biarritz; Bayonne,87549.98547,3
-1.75,43.25,1808,43.3529849,-1.788847529,Spain;France,ESP; FRA,Europe,Southern Europe,Irun,Irun; Hondarribia; Hendaye,74078.11602999999,3
-1.25,7.25,1812,7.0559840939999985,-1.403911449,Ghana,GHA,Africa,Western Africa,Mampong,Mampong,51205.11658,2
-1.25,7.25,1817,7.383797993,-1.358952421,Ghana,GHA,Africa,Western Africa,Ejura,Ejura,50727.81421,2
-1.25,51.75,1858,51.75036181,-1.238263862,United Kingdom,GBR,Europe,Northern Europe,Oxford,Oxford,161120.7267,1
-1.25,53.75,1874,53.96228620000001,-1.086943489,United Kingdom,GBR,Europe,Northern Europe,York,York,146839.4696,5
-1.25,53.75,1867,53.52740068,-1.127208997,United Kingdom,GBR,Europe,Northern Europe,Doncaster,Doncaster; Conisbrough,120470.3808,5
-1.25,53.75,1841,53.56602001,-1.478452705,United Kingdom,GBR,Europe,Northern Europe,Cudworth,Cudworth; Barnsley; Royston,110929.1993,5
-1.25,53.75,1847,53.50668215,-1.3556842409999998,United Kingdom,GBR,Europe,Northern Europe,Wath upon Dearne,Wath upon Dearne; Swinton; Hoyland; Wombwell; Mexborough; Thurnscoe,88681.42408,5
-1.25,53.75,1851,53.71096859,-1.352980454,United Kingdom,GBR,Europe,Northern Europe,Pontefract,Pontefract; Kippax; Normanton; Glasshoughton; Castleford; Featherstone,85882.54048,5
1.25,7.75,2019,7.522547474,1.136192677,Togo,TGO,Africa,Western Africa,Atakpamé,Atakpamé,170360.9311,2
1.25,7.75,2028,7.763573983,1.196127368,Togo,TGO,Africa,Western Africa,Anié,Anié,101608.239,2
1.25,9.75,2026,9.549988804,1.194181746,Togo,TGO,Africa,Western Africa,Kara,Kara,201147.0734,3
1.25,9.75,2015,9.954921108999999,1.047448818,Togo,TGO,Africa,Western Africa,Kandé,Kandé,62011.68066000001,3
1.25,9.75,2036,9.658052278,1.308587313,Togo,TGO,Africa,Western Africa,Kétao,Kétao,52102.24707,3
1.75,12.75,2053,12.82978289,1.68489665,Niger,NER,Africa,Western Africa,Makalondi,Makalondi; Bankata,56502.64551,1
1.75,52.25,2033,52.47212473,1.729430596,United Kingdom,GBR,Europe,Northern Europe,Lowestoft,Lowestoft,67433.74124,1
4.25,32.75,2207,32.78701211,4.494312299,Algeria,DZA,Africa,Northern Africa,Guerrara,Guerrara,64104.01563,1
4.25,35.25,2177,35.22562766,4.17311272,Algeria,DZA,Africa,Northern Africa,Bou Saada,Bou Saada,133244.6531,1
4.25,51.75,2123,51.91002633,4.476586801,Netherlands,NLD,Europe,Western Europe,Rotterdam [The Hague],Rotterdam; The Hague; Delft,1913888.198,2
4.25,51.75,2145,51.53394334,4.464835549,Netherlands,NLD,Europe,Western Europe,Roosendaal,Roosendaal,50555.8717,2
4.75,8.75,2289,8.823744024,4.976134022,Nigeria,NGA,Africa,Western Africa,Share,Share; Kage; Iyana,71247.05811,1
5.25,34.25,2242,34.43132873,5.063205521,Algeria,DZA,Africa,Northern Africa,Ouled Djellal,Ouled Djellal,75252.42651,1
5.75,6.25,2354,6.340915227999999,5.624165135,Nigeria,NGA,Africa,Western Africa,Benin City,Benin City,1550238.772,1
5.75,8.75,2375,8.72741384,5.758498415,Nigeria,NGA,Africa,Western Africa,Pategi,Pategi,71508.20972,1
6.25,35.75,2337,35.54685236,6.170438884,Algeria,DZA,Africa,Northern Africa,Batna,Batna,319352.5084,1
6.75,8.25,2503,8.472358618,6.946504892999999,Nigeria,NGA,Africa,Western Africa,Abaji,Abaji,70801.47753999999,1
6.75,9.75,2450,9.617283297,6.542448518,Nigeria,NGA,Africa,Western Africa,Minna,Minna,403554.3164,2
6.75,9.75,2488,9.755641785,6.805878066,Nigeria,NGA,Africa,Western Africa,Kwayamisi,Kwayamisi; Gwada; Gidan Zari; Zari,57778.71143,2
6.75,11.75,2496,11.95859211,6.917853432999999,Nigeria,NGA,Africa,Western Africa,Chafe,Chafe,52856.35327,1
6.75,12.25,2462,12.17679601,6.669625239,Nigeria,NGA,Africa,Western Africa,Gusau,Gusau,297768.0383,2
6.75,12.25,2481,12.16806654,6.820612682999999,Nigeria,NGA,Africa,Western Africa,Awala,Awala; Madachi; Bakwonta; Zaman Giru; Zaman Gira; Unguwar Sauna; Sauna; Kwatarkwashi; Guidan Dadago; Tumfafi; Guidan Karte; Ungwan Sarkin; Sarkin; Gidan Dadago; Tofa; Kotorkoshi; Unguwar Kulodo; Karoka; Guidan Dan Makwayo; Gidan Dan Makwayo; Guidan Ada,89002.11304,2
6.75,13.75,2464,13.65949002,6.6993855170000005,Niger,NER,Africa,Western Africa,Guidan Roumdji,Guidan Roumdji,50079.40466,1
7.25,9.25,2565,9.061898911,7.4334951889999985,Nigeria,NGA,Africa,Western Africa,Abuja,Abuja,1450169.0669999996,5
7.25,9.25,2544,9.181689559,7.190060637,Nigeria,NGA,Africa,Western Africa,Abuja,Abuja; Suleija; Suleja; Sulaija; Rafin Madugu; Kwamba; Gauraka; Tunga Bai; Ibo; Rafin Kaffi; Kwonkashe; Tunga Yalwa; Tunga Gwuntu; Tunga Mekidi; Dachino; Dachimo,329536.9466,5
7.25,9.25,2552,9.107093236,7.240455036,Nigeria,NGA,Africa,Western Africa,Madalla,Madalla,89026.76434,5
7.25,9.25,2541,9.260350276,7.185387855,Nigeria,NGA,Africa,Western Africa,Maji,Maji; Diko; Kuchiko; Numewa; Numbwa; Yaguru; Mallam; Mallam Koro; Mallam Karo,83901.04321,5
7.25,9.25,2576,9.273741405,7.378356601,Nigeria,NGA,Africa,Western Africa,Bwari,Bwari; Gaba,54194.72314,5
7.25,35.75,2454,35.79264703,7.384556302000001,Algeria,DZA,Africa,Northern Africa,Ain Beida,Ain Beida,139453.1545,2
7.25,35.75,2427,35.87195137,7.1200641860000005,Algeria,DZA,Africa,Northern Africa,Oum El Bouaghi,Oum El Bouaghi,87101.052,2
7.25,48.25,2372,48.08399846,7.359345524,France,FRA,Europe,Western Europe,Colmar,Colmar,61816.7179,1
7.75,5.25,2674,5.024856888,7.917982182,Nigeria,NGA,Africa,Western Africa,Uyo,Uyo,607710.5665,10
7.75,5.25,2667,5.057316115,7.855173846,Nigeria,NGA,Africa,Western Africa,Ibiaku Ikot Ukpong,Ibiaku Ikot Ukpong; Utat; Ikot Akpabio; Okobo; Ikot Okure; Ikot Ada Idem; Ikot Akpadung Itak; Ikpa; Ikot Obio Nkpong; Ikot Mpon; Ikot Mbon; Mbiabong; Ediene; Ikot Akpan,227568.4443,10
7.75,5.25,2614,5.158566331,7.5270978,Nigeria,NGA,Africa,Western Africa,Nwaigwe,Nwaigwe; Onicha Ngwa,193341.5,10
7.75,5.25,2639,5.181517236,7.713989002999999,Nigeria,NGA,Africa,Western Africa,Ikot Ekpene,Ikot Ekpene,180464.2405,10
7.75,5.25,2617,5.457827128,7.546420597999999,Nigeria,NGA,Africa,Western Africa,Amaba,Amaba; Ndoro; Umuhu; Amawom; Ihim; Amuro; Umariaga; Nnono; Okwe; Oleri,96528.02747,10
7.75,5.25,2663,5.089715518999999,7.826661062,Nigeria,NGA,Africa,Western Africa,Ukap Itak,Ukap Itak; Ukpap Itak; Ikot Eboro; Ekpemiong; Use Ikot Usuan; Useh Ilot Usan; Nkara Obio,86986.01952999999,10
7.75,5.25,2673,5.393490869,7.889040958,Nigeria,NGA,Africa,Western Africa,Amakofia,Amakofia; Obiene; Atani Aro; Amanagwu; Ibom; Amuvi; Ugbo; Arochuku; Arochukwu; Aburu; Abuma; Amasu,67398.28394,10
7.75,5.25,2638,5.48666016,7.719691415,Nigeria,NGA,Africa,Western Africa,Ikporom,Ikporom; Okopedi; Ebo; Nkpu; Nchanabua; Mkpu; Ikot Akpantem; Ndi Iwo,57480.41553,10
